gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cells	C2: C1q+IL18+MCs	CD56brightCD16- NK cells	CD56dimCD16+ NK cells	CD8+ Exhausted T	CD8+ GZMB+ T	CD8+ GZMK+ T	MAIT	Naive T	Plasma cells	Treg	gd T
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS0965866AD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS0D33FF37B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS086A43130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
AVPR2	P30518	False	V2R_HUMAN		CPI-SS0FCF733EA	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TFF1	P04155	False	TFF1_HUMAN		CPI-SS069C5BDB5	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL1	P09341	False	GROA_HUMAN		CPI-SS0CECFE864	0.006	0.036	0.0	0.031	0.003	0.003	0.029	0.005	0.013	0.048	0.006	0.012
BDNF	P23560	False	BDNF_HUMAN		CPI-SS002522356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0A93C11C8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS01BCB9360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-CS086E88801	0.012	0.989	0.054	0.035	0.015	0.028	0.006	0.02	0.012	0.005	0.008	0.044
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0DE0A486F	0.012	0.989	0.054	0.035	0.015	0.028	0.006	0.02	0.012	0.005	0.008	0.044
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0E00478B4	0.012	0.989	0.054	0.035	0.015	0.028	0.006	0.02	0.012	0.005	0.008	0.044
PGF	P49763	False	PLGF_HUMAN		CPI-CS0E0B6C700	0.003	0.006	0.001	0.002	0.001	0.003	0.001	0.007	0.001	0.0	0.001	0.001
PGF	P49763	False	PLGF_HUMAN		CPI-SS0855C0353	0.003	0.006	0.001	0.002	0.001	0.003	0.001	0.007	0.001	0.0	0.001	0.001
PGF	P49763	False	PLGF_HUMAN		CPI-SS0D22A09AD	0.003	0.006	0.001	0.002	0.001	0.003	0.001	0.007	0.001	0.0	0.001	0.001
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.003	0.006	0.001	0.002	0.001	0.003	0.001	0.007	0.001	0.0	0.001	0.001
VEGFB	P49765	False	VEGFB_HUMAN		CPI-CS0C0193ABB	0.538	0.552	0.386	0.156	0.375	0.249	0.03	0.495	0.286	0.041	0.199	0.306
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	0.538	0.552	0.386	0.156	0.375	0.249	0.03	0.495	0.286	0.041	0.199	0.306
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.538	0.552	0.386	0.156	0.375	0.249	0.03	0.495	0.286	0.041	0.199	0.306
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.538	0.552	0.386	0.156	0.375	0.249	0.03	0.495	0.286	0.041	0.199	0.306
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0E5D1ECCE	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0D238C22B	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0AA769F5B	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0AB19226A	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0F15C1AB3	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.001
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0241A1F57	0.002	0.028	0.002	0.001	0.001	0.001	0.0	0.002	0.001	0.001	0.003	0.0
SEMA6A	Q9H2E6	False	SEM6A_HUMAN		CPI-CS0837F11F9	0.002	0.011	0.0	0.001	0.001	0.002	0.0	0.0	0.001	0.0	0.002	0.0
IL24	Q13007	False	IL24_HUMAN		CPI-SS07D71C546	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001
IL24	Q13007	False	IL24_HUMAN		CPI-CS0BB947675	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001
IL24	Q13007	False	IL24_HUMAN		CPI-CS0AD5A758B	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001
DKK2	Q9UBU2	False	DKK2_HUMAN		CPI-CS0730C30B0	0.0	0.0	0.002	0.001	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0
DKK2	Q9UBU2	False	DKK2_HUMAN		CPI-SS04D1D0B92	0.0	0.0	0.002	0.001	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0
SOSTDC1	Q6X4U4	False	SOSD1_HUMAN		CPI-SS01699C465	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SOSTDC1	Q6X4U4	False	SOSD1_HUMAN		CPI-SS0AC2DA159	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ALB	P02768	False	ALBU_HUMAN		CPI-CS0FC62E03D	0.003	0.0	0.0	0.002	0.002	0.005	0.001	0.0	0.002	0.001	0.002	0.002
CSF2	P04141	False	CSF2_HUMAN		CPI-CS0210859AB	0.001	0.017	0.047	0.005	0.008	0.006	0.001	0.004	0.021	0.0	0.002	0.098
F2	P00734	False	THRB_HUMAN		CPI-CS03DDD4CDF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
VWF	P04275	False	VWF_HUMAN		CPI-CS060498A2E	0.002	0.009	0.004	0.004	0.004	0.0	0.001	0.0	0.003	0.002	0.003	0.006
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0BDD10277	0.002	0.002	0.247	0.356	0.031	0.112	0.014	0.003	0.006	0.004	0.005	0.181
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0987A89AE	0.002	0.002	0.247	0.356	0.031	0.112	0.014	0.003	0.006	0.004	0.005	0.181
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	0.005	0.004	0.003	0.001	0.001	0.004	0.0	0.004	0.001	0.003	0.001	0.001
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00F4DDF4B	0.005	0.004	0.003	0.001	0.001	0.004	0.0	0.004	0.001	0.003	0.001	0.001
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0593F278B	0.005	0.004	0.003	0.001	0.001	0.004	0.0	0.004	0.001	0.003	0.001	0.001
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.044	0.053	0.081	0.06	0.051	0.061	0.02	0.037	0.043	0.02	0.05	0.068
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.044	0.053	0.081	0.06	0.051	0.061	0.02	0.037	0.043	0.02	0.05	0.068
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.003	0.018	0.044	0.058	0.03	0.055	0.014	0.035	0.045	0.002	0.019	0.019
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.003	0.018	0.044	0.058	0.03	0.055	0.014	0.035	0.045	0.002	0.019	0.019
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.0	0.002	0.0	0.0	0.004	0.005	0.001	0.071	0.003	0.0	0.003	0.001
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0D883FFF1	0.0	0.002	0.0	0.0	0.004	0.005	0.001	0.071	0.003	0.0	0.003	0.001
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.004	0.002	0.085	0.033	0.174	0.099	0.281	0.164	0.419	0.019	0.852	0.29
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.004	0.002	0.085	0.033	0.174	0.099	0.281	0.164	0.419	0.019	0.852	0.29
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.009	0.026	0.251	0.256	0.23	0.326	0.065	0.297	0.136	0.009	0.137	0.171
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	0.009	0.026	0.251	0.256	0.23	0.326	0.065	0.297	0.136	0.009	0.137	0.171
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0F9B3B259	0.009	0.026	0.251	0.256	0.23	0.326	0.065	0.297	0.136	0.009	0.137	0.171
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.151	0.034	0.214	0.11	0.325	0.262	0.096	0.275	0.289	0.034	0.511	0.258
FAS	P25445	False	TNR6_HUMAN		CPI-SS0A83A7E30	0.151	0.034	0.214	0.11	0.325	0.262	0.096	0.275	0.289	0.034	0.511	0.258
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.112	0.021	0.23	0.629	0.316	0.535	0.347	0.291	0.366	0.129	0.846	0.436
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	0.112	0.021	0.23	0.629	0.316	0.535	0.347	0.291	0.366	0.129	0.846	0.436
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.072	0.087	0.133	0.104	0.137	0.177	0.032	0.114	0.106	0.024	0.1	0.12
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0D5C54214	0.072	0.087	0.133	0.104	0.137	0.177	0.032	0.114	0.106	0.024	0.1	0.12
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.072	0.087	0.133	0.104	0.137	0.177	0.032	0.114	0.106	0.024	0.1	0.12
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.0	0.021	0.003	0.006	0.003	0.004	0.001	0.003	0.002	0.0	0.002	0.003
CCKAR	P32238	False	CCKAR_HUMAN		CPI-SS0EA96C304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS003610FF9	0.003	0.001	0.004	0.002	0.002	0.004	0.003	0.0	0.002	0.006	0.006	0.001
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS056BE1011	0.003	0.001	0.004	0.002	0.002	0.004	0.003	0.0	0.002	0.006	0.006	0.001
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS098EFF959	0.003	0.001	0.004	0.002	0.002	0.004	0.003	0.0	0.002	0.006	0.006	0.001
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0F8C664D9	0.003	0.506	0.012	0.007	0.023	0.008	0.052	0.329	0.105	0.016	0.107	0.071
CCL20	P78556	False	CCL20_HUMAN		CPI-SS07F015051	0.003	0.506	0.012	0.007	0.023	0.008	0.052	0.329	0.105	0.016	0.107	0.071
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0FAF4BB9E	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0CCBF8F8D	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS08E13FAF2	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS079E99652	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0DD547726	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0DBA4D668	0.001	0.002	0.003	0.001	0.001	0.002	0.001	0.002	0.001	0.003	0.001	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS07155793F	0.001	0.002	0.003	0.001	0.001	0.002	0.001	0.002	0.001	0.003	0.001	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0DCA69916	0.068	0.004	0.011	0.014	0.012	0.009	0.02	0.009	0.012	0.024	0.01	0.009
CD70	P32970	False	CD70_HUMAN		CPI-SS0AA47D179	0.49	0.002	0.015	0.019	0.171	0.117	0.052	0.161	0.057	0.225	0.265	0.129
CD70	P32970	False	CD70_HUMAN		CPI-SS0D4BF6CA3	0.49	0.002	0.015	0.019	0.171	0.117	0.052	0.161	0.057	0.225	0.265	0.129
TF	P02787	False	TRFE_HUMAN		CPI-SS0AA4D8EF3	0.001	0.001	0.0	0.01	0.001	0.0	0.008	0.0	0.004	0.005	0.002	0.001
HFE	Q30201	False	HFE_HUMAN		CPI-SS0651A6E1F	0.01	0.004	0.0	0.003	0.006	0.009	0.003	0.005	0.003	0.004	0.003	0.003
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS083296041	0.003	0.001	0.057	0.025	0.066	0.075	0.119	0.641	0.629	0.009	0.107	0.079
INSL3	P51460	False	INSL3_HUMAN		CPI-SS05834E385	0.002	0.001	0.0	0.002	0.002	0.001	0.004	0.004	0.003	0.002	0.004	0.002
PRL	P01236	False	PRL_HUMAN		CPI-SS026776C89	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003
OGN	P20774	False	MIME_HUMAN		CPI-SS0EF0750A7	0.001	0.002	0.0	0.002	0.001	0.0	0.001	0.0	0.001	0.001	0.005	0.001
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.002	0.003	0.001	0.001	0.002	0.003	0.001	0.004	0.002	0.001	0.004	0.002
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS023ABAE18	0.002	0.003	0.001	0.001	0.002	0.003	0.001	0.004	0.002	0.001	0.004	0.002
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.003	0.294	0.024	0.059	0.035	0.04	0.046	0.136	0.055	0.005	0.071	0.028
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS00F4019EA	0.0	0.008	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.0
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.0	0.008	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.0
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS01E4E32AC	0.0	0.008	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.0
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.001	0.002	0.001	0.058	0.002	0.032	0.002	0.0	0.001	0.001	0.001	0.003
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.001
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.001
IGF1	P05019	False	IGF1_HUMAN		CPI-CS099D829B9	0.003	0.009	0.004	0.001	0.003	0.003	0.001	0.0	0.002	0.0	0.007	0.002
IL10	P22301	False	IL10_HUMAN		CPI-CS090610CD1	0.014	0.006	0.003	0.003	0.016	0.013	0.013	0.008	0.015	0.016	0.041	0.005
IL10	P22301	False	IL10_HUMAN		CPI-SS0FBFBF63E	0.014	0.006	0.003	0.003	0.016	0.013	0.013	0.008	0.015	0.016	0.041	0.005
IL5	P05113	False	IL5_HUMAN		CPI-SS00EE35551	0.001	0.002	0.0	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.001	0.003
IL5	P05113	False	IL5_HUMAN		CPI-CS089A1A4BF	0.001	0.002	0.0	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.001	0.003
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0A84B95C5	0.015	0.227	0.003	0.012	0.015	0.012	0.017	0.008	0.016	0.021	0.015	0.015
CCL2	P13500	False	CCL2_HUMAN		CPI-SS03165AD8C	0.015	0.227	0.003	0.012	0.015	0.012	0.017	0.008	0.016	0.021	0.015	0.015
CCL7	P80098	False	CCL7_HUMAN		CPI-SS020734335	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0ADA38C78	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS008EB600F	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS08B91FD2A	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0CBA3DA0D	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0B186A32C	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0638E0E29	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL8	P10145	False	IL8_HUMAN		CPI-SS052C9BB74	0.017	0.693	0.01	0.041	0.008	0.005	0.051	0.005	0.026	0.064	0.021	0.04
CCL3	P10147	False	CCL3_HUMAN		CPI-SS04318D03E	0.035	0.345	0.759	0.904	0.255	0.467	0.142	0.093	0.023	0.049	0.021	0.454
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0AFE077D8	0.141	1.129	2.524	3.55	2.538	3.258	2.224	1.293	0.452	0.257	0.148	1.948
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0AE4CF4E7	0.11	0.028	2.815	3.298	3.624	3.478	3.015	1.977	1.292	0.245	0.191	2.603
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0DA291AD9	0.11	0.028	2.815	3.298	3.624	3.478	3.015	1.977	1.292	0.245	0.191	2.603
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS073B0CE7A	0.014	0.103	0.253	0.281	0.355	0.228	0.152	0.219	0.017	0.015	0.013	0.188
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0BE8BE8E9	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS09AFCF898	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0F8C2FA91	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0E7EDE823	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0DFAF1FE2	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS045A5FC60	0.001	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.002	0.003	0.001	0.004
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS059CC19A3	0.001	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.002	0.003	0.001	0.004
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS0FA7A69D9	0.001	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.002	0.003	0.001	0.004
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS06B0861F1	0.003	0.008	0.001	0.005	0.001	0.001	0.012	0.0	0.004	0.012	0.004	0.001
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS0C98C08DA	0.003	0.008	0.001	0.005	0.001	0.001	0.012	0.0	0.004	0.012	0.004	0.001
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS0B887F7AC	0.003	0.008	0.001	0.005	0.001	0.001	0.012	0.0	0.004	0.012	0.004	0.001
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS0EDD062F7	0.003	0.008	0.001	0.005	0.001	0.001	0.012	0.0	0.004	0.012	0.004	0.001
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS091B461CB	0.04	0.086	0.07	0.053	0.042	0.043	0.019	0.039	0.03	0.025	0.044	0.05
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS05B92CCC4	0.04	0.086	0.07	0.053	0.042	0.043	0.019	0.039	0.03	0.025	0.044	0.05
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS064C772FE	0.04	0.086	0.07	0.053	0.042	0.043	0.019	0.039	0.03	0.025	0.044	0.05
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0D34B5517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0B2979A10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS092C1B321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS04EE957D8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS0815A0EE0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL23	P55773	False	CCL23_HUMAN		CPI-SS09199F78C	0.002	0.108	0.005	0.009	0.005	0.003	0.007	0.0	0.002	0.001	0.003	0.006
CCL23	P55773	False	CCL23_HUMAN		CPI-SS0F3DB0252	0.002	0.108	0.005	0.009	0.005	0.003	0.007	0.0	0.002	0.001	0.003	0.006
CCL23	P55773	False	CCL23_HUMAN		CPI-SS0D57FCA8C	0.002	0.108	0.005	0.009	0.005	0.003	0.007	0.0	0.002	0.001	0.003	0.006
CCL18	P55774	False	CCL18_HUMAN		CPI-SS041751A4D	0.05	0.67	0.035	0.069	0.032	0.053	0.081	0.02	0.047	0.088	0.059	0.065
CCL18	P55774	False	CCL18_HUMAN		CPI-SS03188FD02	0.05	0.67	0.035	0.069	0.032	0.053	0.081	0.02	0.047	0.088	0.059	0.065
CCL15	Q16663	False	CCL15_HUMAN		CPI-SS0C84DF380	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
CCL15	Q16663	False	CCL15_HUMAN		CPI-SS006C89002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.084	0.682	0.265	0.107	0.171	0.092	0.113	0.196	0.197	0.056	0.16	0.23
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0179FBFD3	0.084	0.682	0.265	0.107	0.171	0.092	0.113	0.196	0.197	0.056	0.16	0.23
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0AD0ED887	0.084	0.682	0.265	0.107	0.171	0.092	0.113	0.196	0.197	0.056	0.16	0.23
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS01ECFDA18	0.084	0.682	0.265	0.107	0.171	0.092	0.113	0.196	0.197	0.056	0.16	0.23
IL11	P20809	False	IL11_HUMAN		CPI-CS0B41A1AAE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
IL4	P05112	False	IL4_HUMAN		CPI-CS0D2432398	0.0	0.0	0.001	0.001	0.009	0.003	0.003	0.0	0.006	0.0	0.001	0.004
IL4	P05112	False	IL4_HUMAN		CPI-CS0239634F6	0.0	0.0	0.001	0.001	0.009	0.003	0.003	0.0	0.006	0.0	0.001	0.004
IL13	P35225	False	IL13_HUMAN		CPI-CS02010E82F	0.001	0.052	0.0	0.0	0.004	0.002	0.0	0.0	0.008	0.0	0.002	0.01
IL15	P40933	False	IL15_HUMAN		CPI-CS068959EAB	0.053	0.005	0.056	0.028	0.034	0.027	0.028	0.028	0.02	0.032	0.007	0.023
IL2	P60568	False	IL2_HUMAN		CPI-SS09F430F14	0.0	0.0	0.013	0.001	0.061	0.004	0.04	0.1	0.098	0.001	0.009	0.038
IL2	P60568	False	IL2_HUMAN		CPI-CS0E2BE2DEE	0.0	0.0	0.013	0.001	0.061	0.004	0.04	0.1	0.098	0.001	0.009	0.038
IL2	P60568	False	IL2_HUMAN		CPI-CS0EE48BB05	0.0	0.0	0.013	0.001	0.061	0.004	0.04	0.1	0.098	0.001	0.009	0.038
NTF4	P34130	False	NTF4_HUMAN		CPI-SS0BA3A1C3A	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
GDNF	P39905	False	GDNF_HUMAN		CPI-SS0C23EF34B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL17F	Q96PD4	False	IL17F_HUMAN		CPI-CS0F68F25D3	0.0	0.001	0.003	0.0	0.0	0.0	0.001	0.012	0.004	0.0	0.001	0.009
IL17C	Q9P0M4	False	IL17C_HUMAN		CPI-CS02C7E2FBB	0.001	0.0	0.003	0.004	0.004	0.004	0.001	0.003	0.002	0.0	0.002	0.004
IL18	Q14116	False	IL18_HUMAN		CPI-CS09E0127D2	0.017	1.154	0.117	0.047	0.007	0.013	0.011	0.005	0.008	0.011	0.012	0.051
IL1A	P01583	False	IL1A_HUMAN		CPI-CS0465E25F9	0.003	0.152	0.002	0.0	0.001	0.0	0.001	0.0	0.0	0.002	0.002	0.002
IL1A	P01583	False	IL1A_HUMAN		CPI-CS05F37AC7A	0.003	0.152	0.002	0.0	0.001	0.0	0.001	0.0	0.0	0.002	0.002	0.002
IL1B	P01584	False	IL1B_HUMAN		CPI-CS093EA33BE	0.014	0.368	0.007	0.018	0.013	0.015	0.018	0.011	0.014	0.017	0.014	0.02
IL1B	P01584	False	IL1B_HUMAN		CPI-CS09CDFC0C5	0.014	0.368	0.007	0.018	0.013	0.015	0.018	0.011	0.014	0.017	0.014	0.02
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS01C6805BA	0.004	0.062	0.004	0.005	0.007	0.002	0.005	0.004	0.005	0.001	0.01	0.005
